hotel_id,name,address,price,overall_rating,total_review,review_catagory,cleanliness_rating,location_rating,value_for_money_rating,facilities_rating,service_rating,free_wifi,fitness_center,swimming_pool,airport_transfer,car_parking,free_breakfast,facilitie_features,image_1,image_2,image_3
13836621,Millennium Hotel Paris Charles de Gaulle,"2, Allée du Verger, Charles de Gaulle Airport, Paris, France, 95700",from $ 68,,From 17 reviews,Good,7.3,7.3,6.9,6.6,6.6,True,True,True,True,True,False,"english, french, russian, spanish, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, fitness center, garden, on-site entertainment, pool with view, swimming pool [indoor], anti-viral cleaning products, breakfast takeaway service, cashless payment service, daily disinfection in all rooms, daily disinfection in common areas, doctor/nurse on call, first aid kit, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, alternative meal arrangement, bar, bbq facilities, restaurants, room service, air conditioning in public area, concierge, daily housekeeping, dry cleaning, elevator, facilities for disabled guests, food delivery, heating in public area, ironing service, luggage storage, meeting/banquet facilities, smoke-free property, smoking area, terrace, kids meal, cctv in common areas, check-in/out [express], fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, security [24-hour], smoke alarms, soundproof rooms, airport transfer, car park [charges apply], shuttle service, air conditioning, bathtub, coffee/tea maker, desk, free bottled water, hair dryer, heating, in-room safe box, internet access – wireless, linens, mirror, refrigerator, satellite/cable channels, seating area, shower, telephone, toiletries, towels, wake-up service, wi-fi [free], cuisine: italian , menu: buffet , metalithe220 m, train d'atterissage du concorde420 m, terminal 11.9 km, usines center paris outlet3.3 km, médical 2f4.3 km, hospital center sainte marie4.6 km, goussainville rer train station4.7 km, acrosport5.5 km, nelson mandela5.6 km, paris-le bourget airport8.7 km, check-in from: 02:00 pm, check-in until: 12:00 pm, number of bars/lounges: 2, number of restaurants: 4, number of rooms : 239, ",https://pix8.agoda.net/hotelImages/7456995/0/ae48d689e5120d13c15cf749f213a866.jpg?ca=15&ce=1&s=1024x768,https://q-xx.bstatic.com/xdata/images/hotel/840x460/279982519.jpg?k=9975f8303d5732ffee187a5999869929ab10d2cdfc57a0a16f6d9c014fcfecc5&o=,https://pix8.agoda.net/hotelImages/7456995/0/31683cb4ed1538c07dc715bcc0893cc6.jpg?s=1024x768
10284308,ibis budget Nanterre La Defense,"38 avenue Georges Clémenceau, La Defense, Paris, France, 92000",from $ 93,,From 14 reviews,Very good,8.8,8.6,7.8,7.2,9.0,True,False,False,False,True,False,"english, french, spanish, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, anti-viral cleaning products, breakfast takeaway service, doctor/nurse on call, free face masks, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, vending machine, convenience store, elevator, facilities for disabled guests, food delivery, heating in public area, luggage storage, smoke-free property, smoking area, terrace, family room, cctv in common areas, cctv outside property, fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, safety/security feature, security [24-hour], smoke alarms, car park [on-site], alarm clock, closet, desk, fan, free bottled water, heating, linens, private bathroom, satellite/cable channels, shower, toiletries, towels, champs-elysees7.9 km, basilique du sacre-coeur de montmartre10.2 km, luxembourg gardens10.8 km, centre médical clémenceau420 m, sage femme600 m, fromagerie micaelli jean720 m, centre de santé maurice thorez770 m, radiologie820 m, espace santé jeunes830 m, docteurs890 m, groupe médical du centre1.0 km, poirier à fleur1.0 km, clinique de la défense1.1 km, ",https://pix8.agoda.net/hotelImages/527/527072/527072_16030720240040524442.jpg?ca=6&ce=1&s=1024x768,https://q-xx.bstatic.com/xdata/images/hotel/840x460/248085869.jpg?k=de24841d660937ab4bd40ae0df5a125dc9b8aff2a0ff266c7156b8e627f38160&o=,https://pix8.agoda.net/hotelImages/2295769/0/cef4ee50959dfd07d88e0ec5dcc504a1.jpg?ca=10&ce=1&s=1024x768
10265216,ibis budget Meudon Paris Ouest,"3 bis rue de Paris, Issy-Les-Moulineaux, Paris, France, 92190",,7.7,From 4 reviews,Very good,9.0,8.0,6.5,6.5,8.5,True,False,False,False,True,False,"english, french, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, anti-viral cleaning products, breakfast takeaway service, cashless payment service, first aid kit, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, staff trained in safety protocol, vending machine, contactless check-in/out, elevator, facilities for disabled guests, food delivery, heating in public area, invoice provided, luggage storage, smoke-free property, smoking area, family room, cctv in common areas, fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, safety/security feature, smoke alarms, car park [nearby], accessible by elevator, closet, free bottled water, heating, private bathroom, shower, smoke detector, socket near the bed, toiletries, trash cans, tv [flat screen], luxembourg gardens7.2 km, champs-elysees7.3 km, basilique du sacre-coeur de montmartre10.3 km, stand de tir150 m, savonnier (koelreuteria paniculata)290 m, l'ile aux trésors360 m, issy 3 moulins420 m, gymnase raoul follereau440 m, gymnase de l'agora600 m, curves710 m, aquavelo d'o720 m, issy rer train station800 m, médecin840 m, ",https://pix8.agoda.net/hotelImages/518/518869/518869_17041003060052259547.jpg?ca=6&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/2297430/0/2d64caee0362f66cfecdf5cac2731692.jpg?ca=10&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/2297430/0/6872d100fc23a144b0f076a201f866af.jpg?ca=9&ce=1&s=1024x768
27877978,Avalon Cosy,"28 rue de Dunkerque, 10th - Gare du Nord, Paris, France, 75010",,,From 2 reviews,Exceptional,10.0,10.0,10.0,10.0,10.0,True,False,False,False,True,False,"english, french, italian, spanish, ukrainian, free wi-fi in all rooms!, internet services, wi-fi in public areas, ticket services, anti-viral cleaning products, breakfast in room, breakfast takeaway service, cashless payment service, first aid kit, free face masks, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, bottle of water, room service [24-hour], air conditioning in public area, concierge, daily housekeeping, dry cleaning, elevator, food delivery, heating in public area, invoice provided, luggage storage, safety deposit boxes, smoke-free property, smoking area, family room, allergy-free rooms, cat-friendly, cctv outside property, check-in/out [express], check-in/out [private], check-in [24-hour], dog-friendly, fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, safety/security feature, security [24-hour], smoke alarms, soundproof rooms, car park [nearby], accessible by elevator, air conditioning, free bottled water, hair dryer, ironing facilities, mirror, non-smoking, pets allowed in room, private bathroom, shower, towels, tv [flat screen], wi-fi [free], basilique du sacre-coeur de montmartre900 m, champs-elysees3.4 km, luxembourg gardens4.0 km, psychothérapeute50 m, theatre la boussole130 m, saint vincent de paul160 m, urgences maternité170 m, cœur de nature180 m, louis devraigne200 m, st-vincent de paul church210 m, clinique vétérinaire du faubourg210 m, viggo petersen230 m, gare du nord270 m, check-in from: 03:00 pm, check-in until: 11:58 pm, check-out from: 12:00 am, check-out until: 12:00 pm, reception open until: 11:59 pm, travel time to airport (minutes): 45, breakfast charge (unless included in room price): 15 eur, non-smoking rooms/floors: yes, number of floors: 6, number of rooms : 28, year property opened: 2021, most recent renovation: 2021, ",https://pix8.agoda.net/hotelImages/278/27877978/27877978_210914215300105627906.jpg?s=1024x768,https://q-xx.bstatic.com/xdata/images/hotel/840x460/318374583.jpg?k=f395163758edd2ba5df3cfb65bb1ba72de5cb6edb875bcb5eb8ecb4a530a3dfe&o=,https://q-xx.bstatic.com/xdata/images/hotel/840x460/318374536.jpg?k=cf007bc6c39314924fcf5008bd9225774f1a64b5180852c02d4e97a1e388a69c&o=
142941,Premiere Classe Roissy - Aeroport Charles De Gaulle,"15 Allée du Verger, Charles de Gaulle Airport, Paris, France, 95700",from $ 81,7.8,From 213 reviews,Very good,8.1,8.0,7.9,7.0,8.2,True,False,False,True,True,False,"english, arabic, chinese [cantonese], french, german, italian, portuguese, spanish, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, anti-viral cleaning products, cashless payment service, daily disinfection in all rooms, daily disinfection in common areas, face coverings on staff, first aid kit, guest rooms seal after sanitization, hand sanitizer, hot water linen and laundry washing, hygiene certification, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, staff trained in safety protocol, vending machine, air conditioning in public area, contactless check-in/out, daily housekeeping, elevator, facilities for disabled guests, food delivery, invoice provided, smoke-free property, smoking area, terrace, family room, cat-friendly, cctv in common areas, cctv outside property, check-in/out [express], check-in/out [private], check-in [24-hour], fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, security [24-hour], smoke alarms, soundproof rooms, airport transfer, car park [charges apply], car park [on-site], shuttle service, taxi service, basilique du sacre-coeur de montmartre17.7 km, champs-elysees20.8 km, luxembourg gardens21.4 km, eglise saint eloi150 m, les vestiges du chateau de roissy-en-france490 m, metalithe490 m, les cypresses590 m, sortie590 m, office de tourisme roissy780 m, train d'atterissage du concorde810 m, aéroville shopping centre970 m, pk ouest1.3 km, coquille de saint-jacques de compostelle1.4 km, check-in from: 12:00 pm, check-out until: 12:00 pm, airport transfer fee: 5 eur, travel time to airport (minutes): 15, breakfast charge (unless included in room price): 6 eur, non-smoking rooms/floors: yes, number of floors: 4, number of rooms : 114, year property opened: 2005, most recent renovation: 2019, daily parking fee: 6 eur, ",https://pix8.agoda.net/hotelImages/142941/-1/bfaeffa9a6bd4975a6b1187d0f24aa87.jpg?ca=21&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/2295417/459339541/3f5771f689ede7e99c3abd4bab0082a3.jpg?ca=24&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/142941/0/fec257260b8f88c073395c91981231a1.jpg?ca=7&ce=1&s=1024x768
7458,Peyris Opera Hotel,"10, Rue Du Conservatoire, 9th - Opera, Paris, France, 75009",from $ 251,,From 259 reviews,Excellent,8.7,8.8,8.5,8.1,8.9,True,False,False,True,True,False,"english, arabic, french, german, italian, portuguese, russian, spanish, free wi-fi in all rooms!, internet services, wi-fi in public areas, tours, anti-viral cleaning products, breakfast in room, cashless payment service, daily disinfection in all rooms, daily disinfection in common areas, face coverings on staff, free face masks, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, shared stationery removed, staff trained in safety protocol, bar, coffee shop, restaurants, room service, air conditioning in public area, concierge, contactless check-in/out, daily housekeeping, elevator, heating in public area, luggage storage, safety deposit boxes, smoke-free property, smoking area, family room, check-in/out [express], front desk [24-hour], non-smoking rooms, pets allowed, soundproof rooms, airport transfer, car park [nearby], shuttle service, air conditioning, alarm clock, blackout curtains, carpeting, closet, coffee/tea maker, daily housekeeping, desk, dressing room, free bottled water, hair dryer, heating, in-room safe box, kitchenette, non-smoking, private bathroom, satellite/cable channels, shower, slippers, sofa, soundproofing, telephone, toiletries, towels, wake-up service, wi-fi [free], basilique du sacre-coeur de montmartre1.4 km, champs-elysees2.9 km, luxembourg gardens3.2 km, saint-eugene - sainte-cecile90 m, folies bergère150 m, folies-bergere cabaret190 m, art france academie210 m, theatre les feux de la rampe230 m, balibert240 m, le limonaire240 m, le paris urbain art gallery250 m, le purgatoire-54 paradis260 m, aromes 9 cave a champagne260 m, check-in from: 02:00 pm, check-out until: 11:30 am, distance from city center: 1. km, travel time to airport (minutes): 50, breakfast charge (unless included in room price): 12 eur, non-smoking rooms/floors: yes, number of bars/lounges: 1, number of floors: 5, number of rooms : 50, room voltage: 220, year property opened: 1900, most recent renovation: 2010, ",https://pix8.agoda.net/hotelImages/4863309/0/a4c44694ed9fb8cf1d9c26c45cdea7de.jpg?ca=9&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/745/7458/7458_14112716010023657369.jpg?ca=13&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/745/7458/7458_14112621530023642251.jpg?ca=3&ce=1&s=1024x768
826791,ibis Paris CDG Airport,"RUE DE BRUXELLES 3, Charles de Gaulle Airport, Paris, France, 95701",,7.9,From 988 reviews,Very good,8.2,9.0,7.5,7.2,7.7,True,False,False,True,True,False,"english, arabic, french, italian, polish, portuguese, spanish, wheelchair accessible, free wi-fi in all rooms!, internet [lan], internet services, wi-fi in public areas, anti-viral cleaning products, breakfast takeaway service, cashless payment service, daily disinfection in all rooms, daily disinfection in common areas, doctor/nurse on call, face coverings on staff, first aid kit, free face masks, guest rooms seal after sanitization, hand sanitizer, hot water linen and laundry washing, hygiene certification, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, alternative meal arrangement, bar, coffee shop, happy hour, restaurants, room service, vending machine, air conditioning in public area, concierge, contactless check-in/out, daily housekeeping, dry cleaning, elevator, facilities for disabled guests, food delivery, gift/souvenir shop, heating in public area, invoice provided, ironing service, laundry service, luggage storage, meeting/banquet facilities, postal service, safety deposit boxes, smoke-free property, smoking area, terrace, family room, kids meal, cat-friendly, cctv in common areas, cctv outside property, check-in/out [express], check-in [24-hour], dog-friendly, fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, safety/security feature, security [24-hour], smoke alarms, soundproof rooms, airport transfer, bicycle parking, car park [charges apply], car park [on-site], cuisine: french , menu: buffet, a-la-carte , cuisine: italian , menu: buffet , basilique du sacre-coeur de montmartre21.1 km, champs-elysees24.2 km, luxembourg gardens24.5 km, terminal 3 - roissypole80 m, aéroport charles de gaulle 1 rer train station130 m, dépose-minute terminal 11.4 km, paris-charles de gaulle airport1.4 km, terminal 11.4 km, médical 2f1.5 km, j2.1 km, pk ouest2.3 km, parc du cedre2.3 km, les cypresses3.0 km, check-in from: 12:00 pm, check-out until: 12:00 pm, airport transfer fee: 0 eur, breakfast charge (unless included in room price): 10 eur, number of restaurants: 3, daily parking fee: 25.5 eur, ",https://pix8.agoda.net/hotelImages/4880062/0/f4d27a0281a5022431ba229cf25d5bdd.jpg?ca=22&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/21647804/459354302/b75dc94c38ddb1fd26659e24e9e1d58b.jpg?ca=24&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/826/826791/826791_17122219270060588270.jpg?ca=6&ce=1&s=1024x768
60665,Best Western Plus Paris Roissy,"4 Allee du Verger, Charles de Gaulle Airport, Paris, France, 95700",from $ 103,7.7,From 51 reviews,Very good,7.9,7.8,7.4,7.5,7.8,True,True,False,True,True,False,"english, hindi, italian, portuguese, romanian, spanish, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, fitness center, game room, anti-viral cleaning products, breakfast takeaway service, cashless payment service, daily disinfection in all rooms, doctor/nurse on call, first aid kit, free face masks, guest rooms seal after sanitization, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, bar, coffee shop, grocery delivery, restaurants, room service, vending machine, cash withdrawal, contactless check-in/out, convenience store, daily housekeeping, dry cleaning, elevator, facilities for disabled guests, gift/souvenir shop, invoice provided, ironing service, laundry service, library, luggage storage, meeting/banquet facilities, safety deposit boxes, shops, smoking area, terrace, family room, check-in/out [express], check-in/out [private], fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, safety/security feature, security [24-hour], smoke alarms, airport transfer, car park [charges apply], car park [nearby], car park [on-site], rental car , shuttle service, accessible by elevator, air conditioning, carpeting, closet, free bottled water, hair dryer, heating, in-room safe box, linens, mini bar, private bathroom, shower, slippers, socket near the bed, soundproofing, telephone, toiletries, towels, trash cans, tv, wake-up service, cuisine: european, french , menu: buffet , basilique du sacre-coeur de montmartre18.1 km, champs-elysees21.3 km, luxembourg gardens21.8 km, metalithe40 m, les vestiges du chateau de roissy-en-france40 m, office de tourisme roissy300 m, les cypresses320 m, train d'atterissage du concorde470 m, eglise saint eloi510 m, sortie940 m, pk ouest990 m, j1.2 km, aéroville shopping centre1.2 km, check-in from: 03:00 pm, check-out until: 12:00 pm, airport transfer fee: 8 eur, travel time to airport (minutes): 10, breakfast charge (unless included in room price): 18 eur, non-smoking rooms/floors: no, number of floors: 2, number of rooms : 120, daily parking fee: 10 eur, ",https://pix8.agoda.net/hotelImages/60665/-1/d058d9b7aef2ba982d9a9061f7a9f51d.jpg?ca=25&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/25064298/460367924/89b9d4f902d908d4a1672eb8a9fb1f01.jpg?ca=24&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/7457551/0/f2e1cb2aa9f656ec76f8ebf140df350c.jpg?ca=10&ce=1&s=1024x768
50463,Ibis Styles Paris Roissy Cdg Hotel,"2 Avenue Heinz Gloor, Charles de Gaulle Airport, Paris, France, 95700",from $ 102,7.4,From 268 reviews,Very good,8.0,7.3,7.3,7.2,7.5,True,True,False,True,True,False,"english, arabic, chinese [mandarin], french, german, italian, russian, spanish, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, fitness center, game room, ticket services, tours, anti-viral cleaning products, cashless payment service, daily disinfection in all rooms, daily disinfection in common areas, doctor/nurse on call, face coverings on staff, first aid kit, free face masks, hand sanitizer, hot water linen and laundry washing, hygiene certification, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, bar, coffee shop, happy hour, restaurants, room service, vending machine, contactless check-in/out, convenience store, daily housekeeping, dry cleaning, elevator, facilities for disabled guests, food delivery, heating in public area, invoice provided, ironing service, laundry service, luggage storage, meeting/banquet facilities, safety deposit boxes, smoke-free property, smoking area, terrace, babysitting service, family room, kids meal, cctv in common areas, check-in/out [private], fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, smoke alarms, soundproof rooms, airport transfer, car park [charges apply], car park [free of charge], shuttle service, accessible by elevator, air conditioning, alarm clock, bathtub, desk, free bottled water, hair dryer, heating, internet access – wireless, linens, locker, non-smoking, private bathroom, radio, safety/security feature, satellite/cable channels, shower, soundproofing, telephone, toiletries, towels, wake-up service, wi-fi [charges apply], cuisine: european, french , menu: buffet, a-la-carte , basilique du sacre-coeur de montmartre18.6 km, champs-elysees21.8 km, luxembourg gardens22.4 km, office de tourisme roissy330 m, train d'atterissage du concorde430 m, les vestiges du chateau de roissy-en-france580 m, metalithe580 m, les cypresses750 m, pk ouest1.0 km, eglise saint eloi1.1 km, j1.2 km, sortie1.5 km, terminal 11.7 km, check-in from: 12:00 pm, check-out until: 12:00 pm, airport transfer fee: 0 eur, non-smoking rooms/floors: yes, number of bars/lounges: 1, number of restaurants: 1, number of rooms : 304, ",https://pix8.agoda.net/hotelImages/504/50463/50463_17080909380055227865.jpg?ca=6&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/504/50463/50463_13120615010017836960.jpg?ca=2&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/504/50463/50463_1111071114004475973.jpg?ca=0&ce=1&s=1024x768
445635,Premiere Classe Paris Montreuil Hotel,"64, rue Jean Lolive, Montreuil, Paris, France, 93100",from $ 86,6.3,From 175 reviews,Good,6.2,5.6,6.6,5.6,7.0,True,False,True,False,True,False,"english, french, italian, polish, portuguese, spanish, wheelchair accessible, free wi-fi in all rooms!, internet services, wi-fi in public areas, golf course [on-site], swimming pool [indoor], swimming pool [outdoor], anti-viral cleaning products, cashless payment service, daily disinfection in all rooms, daily disinfection in common areas, face coverings on staff, first aid kit, guest rooms seal after sanitization, hand sanitizer, hot water linen and laundry washing, individually-wrapped food options, physical distancing of at least 1 meter, professional-grade sanitizing services, protective screens in common areas, room sanitization opt-out available, rooms sanitized between stays, safe dining setup, sanitized kitchen and tableware items, shared stationery removed, staff trained in safety protocol, temperature check for guests and staff, coffee shop, restaurants, room service, vending machine, air conditioning in public area, contactless check-in/out, daily housekeeping, elevator, facilities for disabled guests, food delivery, heating in public area, smoke-free property, smoking area, terrace, family room, cctv in common areas, cctv outside property, check-in/out [express], check-in [24-hour], fire extinguisher, front desk [24-hour], non-smoking rooms, pets allowed, safety/security feature, security [24-hour], smoke alarms, car park [charges apply], car park [nearby], car park [on-site], basilique du sacre-coeur de montmartre6.8 km, luxembourg gardens7.3 km, champs-elysees9.0 km, place berthie albrecht240 m, stade des malassis430 m, primeur830 m, flash frégumes1.0 km, mairie de montreuil metro station1.1 km, gallieni metro station1.1 km, croix de chavaux metro station1.2 km, gare routière internationale de paris-gallieni bus station1.2 km, deck & donohue1.2 km, globus1.2 km, check-in from: 02:00 pm, check-out until: 12:00 pm, distance from city center: 1km, breakfast charge (unless included in room price): 5 eur, number of bars/lounges: 0, number of floors: 2, number of restaurants: 0, number of rooms : 75, room voltage: 220, daily parking fee: 7 eur, ",https://pix8.agoda.net/hotelImages/445635/0/e1debbbef2f1083a4f4dc1f10750ebd9.jpg?ca=7&ce=1&s=1024x768,https://pix8.agoda.net/hotelImages/2292301/459339744/1aaf67fc71e2e722f400bb8997899c2d.jpg?ca=24&ce=0&s=1024x768,https://pix8.agoda.net/hotelImages/445635/0/511fc76b0b9215452e060f423db78fde.jpg?ca=7&ce=1&s=1024x768
